# Gumbel-Zero joint training x search-shape sweep (plans/gumbel-mcts-results-5-violet-harbor.md). One row per checkpoint (404 total: 101 draws x 4 rungs).
# cvisit/cscale/m columns are RATING-time search shape only (the gaz(...) serving head). Training self-play never reads them: ml_gumbelzero.cpp calls
# gumbelSearch() directly and never touches g_gumbelCVisit/g_gumbelCScale/g_gumbelRootM, so every row's actual self-play search shape is the fixed engine
# default (cvisit=50, cscale=1.0, m=16), regardless of the swept cvisit/cscale/m values below.
# elo/games/cpu_ms_move/playstyle columns are from a PINNED screening fit against ranking/roster_screening_pool.txt (Docs/ranking-workflow.md Workflow A):
# screening only, not certification -- see the results doc's Caveats section before treating any single row's Elo as a reliable ranking.
# Generated by tools/export_cohort_results.ps1 from:
#   ledger:           D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\gumbelzero_joint_study.csv
#   pinned standings: D:\Downloads\Zeph\Board Games\Breakthrough\ranking\standings_screen_gzjoint_pinned.tsv
#   pinned report:    D:\Downloads\Zeph\Board Games\Breakthrough\ranking\report_screen_gzjoint_pinned.md
block	seed	sims	lr	l2	replaycap	replaywarm	batch	open	cvisit	cscale	m	rung	slot	model	elo	elo_pm	games	cpu_ms_move	wl_as_white	wl_as_black	avg_plies	end_piece_margin	eff_elo_per_log2cpu	nodes_per_move	search_head_id	model_id	full_agent_id
R36	8836	300	0.003	0	500	16	32	4	800	100	8	100	1142	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1142.txt	553	23	432	1.012	56-160	54-162	47	-1.0	55	0	gaz(sims=300,cvisit=800,cscale=100,m=8)@1	learned(model=1142,15e2350c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=100,m=8)@1.learned(model=1142,15e2350c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R36	8836	300	0.003	0	500	16	32	4	800	100	8	400	1143	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1143.txt	612	22	432	0.974	60-156	70-146	46	-0.8	62	0	gaz(sims=300,cvisit=800,cscale=100,m=8)@1	learned(model=1143,0d35fee8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=100,m=8)@1.learned(model=1143,0d35fee8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R36	8836	300	0.003	0	500	16	32	4	800	100	8	1500	1144	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1144.txt	733	19	432	1.084	81-135	99-117	49	0.1	73	0	gaz(sims=300,cvisit=800,cscale=100,m=8)@1	learned(model=1144,4449306f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=100,m=8)@1.learned(model=1144,4449306f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R36	8836	300	0.003	0	500	16	32	4	800	100	8	4000	1145	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1145.txt	595	22	432	1.210	67-149	57-159	54	0.2	58	0	gaz(sims=300,cvisit=800,cscale=100,m=8)@1	learned(model=1145,4ccfbe72,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=100,m=8)@1.learned(model=1145,4ccfbe72,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R37	8837	300	0.01	0	8000	128	32	4	800	70	20	100	1146	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1146.txt	507	25	432	1.021	54-162	42-174	49	-0.8	51	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1146,1fb9d90a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1146,1fb9d90a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R37	8837	300	0.01	0	8000	128	32	4	800	70	20	400	1147	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1147.txt	704	20	432	0.799	89-127	78-138	46	-0.2	73	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1147,ecce3a00,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1147,ecce3a00,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R37	8837	300	0.01	0	8000	128	32	4	800	70	20	1500	1148	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1148.txt	765	19	432	0.939	103-113	92-124	49	0.8	77	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1148,4e8fac89,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1148,4e8fac89,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R37	8837	300	0.01	0	8000	128	32	4	800	70	20	4000	1149	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1149.txt	651	21	432	0.914	53-163	92-124	50	-0.0	66	0	gaz(sims=300,cvisit=800,cscale=70,m=20)@1	learned(model=1149,34c913d4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=800,cscale=70,m=20)@1.learned(model=1149,34c913d4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R38	8838	400	0.003	0.001	2000	32	128	4	800	130	16	100	1150	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1150.txt	589	22	432	1.305	74-142	48-168	41	-1.0	57	0	gaz(sims=400,cvisit=800,cscale=130)@1	learned(model=1150,db31baac,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130)@1.learned(model=1150,db31baac,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R38	8838	400	0.003	0.001	2000	32	128	4	800	130	16	400	1151	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1151.txt	493	25	432	1.210	58-158	34-182	42	-0.9	48	0	gaz(sims=400,cvisit=800,cscale=130)@1	learned(model=1151,3267b618,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130)@1.learned(model=1151,3267b618,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R38	8838	400	0.003	0.001	2000	32	128	4	800	130	16	1500	1152	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1152.txt	503	25	432	1.264	60-156	35-181	40	-1.0	49	0	gaz(sims=400,cvisit=800,cscale=130)@1	learned(model=1152,3d42b8fe,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130)@1.learned(model=1152,3d42b8fe,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R38	8838	400	0.003	0.001	2000	32	128	4	800	130	16	4000	1153	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1153.txt	485	25	432	1.221	57-159	33-183	45	-1.5	47	0	gaz(sims=400,cvisit=800,cscale=130)@1	learned(model=1153,fc336f7a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=800,cscale=130)@1.learned(model=1153,fc336f7a,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R39	8839	500	0.03	0.001	8000	128	32	4	800	130	20	100	1154	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1154.txt	397	29	432	2.418	27-189	42-174	48	-0.4	35	0	gaz(sims=500,cvisit=800,cscale=130,m=20)@1	learned(model=1154,3cf96414,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=20)@1.learned(model=1154,3cf96414,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R39	8839	500	0.03	0.001	8000	128	32	4	800	130	20	400	1155	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1155.txt	489	25	432	1.608	32-184	59-157	46	-1.1	46	0	gaz(sims=500,cvisit=800,cscale=130,m=20)@1	learned(model=1155,138e2aa5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=20)@1.learned(model=1155,138e2aa5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R39	8839	500	0.03	0.001	8000	128	32	4	800	130	20	1500	1156	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1156.txt	595	22	432	1.486	53-163	71-145	44	-0.9	56	0	gaz(sims=500,cvisit=800,cscale=130,m=20)@1	learned(model=1156,41cfe61e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=20)@1.learned(model=1156,41cfe61e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R39	8839	500	0.03	0.001	8000	128	32	4	800	130	20	4000	1157	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1157.txt	534	24	432	1.419	48-168	56-160	44	-0.8	51	0	gaz(sims=500,cvisit=800,cscale=130,m=20)@1	learned(model=1157,4144eb43,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=800,cscale=130,m=20)@1.learned(model=1157,4144eb43,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R40	8840	300	0.01	0.001	500	16	8	4	1000	40	8	100	1158	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1158.txt	481	26	432	0.936	56-160	33-183	43	-1.1	49	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1158,825cbe85,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1158,825cbe85,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R40	8840	300	0.01	0.001	500	16	8	4	1000	40	8	400	1159	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1159.txt	557	23	432	0.890	65-151	46-170	40	-1.1	57	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1159,5005b930,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1159,5005b930,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R40	8840	300	0.01	0.001	500	16	8	4	1000	40	8	1500	1160	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1160.txt	601	22	432	0.767	71-145	55-161	43	-0.7	63	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1160,096501c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1160,096501c5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R40	8840	300	0.01	0.001	500	16	8	4	1000	40	8	4000	1161	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1161.txt	429	27	432	0.938	38-178	38-178	43	-1.2	43	0	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1	learned(model=1161,4962b66e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=40,m=8)@1.learned(model=1161,4962b66e,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R41	8841	300	0.03	0.0003	500	16	32	8	1000	100	12	100	1162	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1162.txt	489	25	432	1.231	47-169	44-172	49	-1.0	48	0	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1	learned(model=1162,81466592,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1162,81466592,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R41	8841	300	0.03	0.0003	500	16	32	8	1000	100	12	400	1163	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1163.txt	521	24	432	1.079	39-177	61-155	46	-0.8	52	0	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1	learned(model=1163,6f783413,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1163,6f783413,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R41	8841	300	0.03	0.0003	500	16	32	8	1000	100	12	1500	1164	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1164.txt	466	26	432	1.091	35-181	50-166	44	-0.9	46	0	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1	learned(model=1164,5a7356c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1164,5a7356c9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R41	8841	300	0.03	0.0003	500	16	32	8	1000	100	12	4000	1165	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1165.txt	507	25	432	1.003	38-178	58-158	45	-0.5	51	0	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1	learned(model=1165,48f2503c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=100,m=12)@1.learned(model=1165,48f2503c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R42	8842	300	0.01	0.0003	8000	128	32	8	400	130	8	100	1166	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1166.txt	433	27	432	1.556	36-180	41-175	45	-0.8	41	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1166,3bd0fe6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1166,3bd0fe6f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R42	8842	300	0.01	0.0003	8000	128	32	8	400	130	8	400	1167	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1167.txt	706	20	432	1.125	92-124	76-140	50	0.4	70	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1167,6ebce30f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1167,6ebce30f,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R42	8842	300	0.01	0.0003	8000	128	32	8	400	130	8	1500	1168	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1168.txt	589	22	432	0.984	69-147	53-163	50	0.5	59	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1168,88f243cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1168,88f243cb,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R42	8842	300	0.01	0.0003	8000	128	32	8	400	130	8	4000	1169	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1169.txt	606	22	432	0.993	79-137	49-167	45	-0.5	61	0	gaz(sims=300,cvisit=400,cscale=130,m=8)@1	learned(model=1169,6a3f7074,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130,m=8)@1.learned(model=1169,6a3f7074,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R43	8843	500	0.03	0.001	500	16	32	4	1000	70	8	100	1170	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1170.txt	560	23	432	1.442	64-152	48-168	40	-0.9	53	0	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1	learned(model=1170,4c1a53be,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1170,4c1a53be,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R43	8843	500	0.03	0.001	500	16	32	4	1000	70	8	400	1171	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1171.txt	557	23	432	1.426	60-156	51-165	41	-0.9	53	0	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1	learned(model=1171,cb2119b5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1171,cb2119b5,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R43	8843	500	0.03	0.001	500	16	32	4	1000	70	8	1500	1172	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1172.txt	462	26	432	1.432	49-167	35-181	40	-1.3	44	0	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1	learned(model=1172,b46d9cc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1172,b46d9cc3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R43	8843	500	0.03	0.001	500	16	32	4	1000	70	8	4000	1173	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1173.txt	578	23	432	1.358	65-151	53-163	41	-0.6	56	0	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1	learned(model=1173,105ba472,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=70,m=8)@1.learned(model=1173,105ba472,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R44	8844	500	0.01	0.001	2000	32	128	4	400	100	16	100	1174	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1174.txt	524	24	432	1.352	69-147	32-184	41	-1.0	50	0	gaz(sims=500,cvisit=400,cscale=100)@1	learned(model=1174,84765023,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1174,84765023,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R44	8844	500	0.01	0.001	2000	32	128	4	400	100	16	400	1175	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1175.txt	514	25	432	1.397	64-152	34-182	43	-0.8	49	0	gaz(sims=500,cvisit=400,cscale=100)@1	learned(model=1175,70fd0a20,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1175,70fd0a20,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R44	8844	500	0.01	0.001	2000	32	128	4	400	100	16	1500	1176	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1176.txt	550	23	432	1.578	74-142	35-181	45	-1.3	52	0	gaz(sims=500,cvisit=400,cscale=100)@1	learned(model=1176,ca0f3e17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1176,ca0f3e17,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R44	8844	500	0.01	0.001	2000	32	128	4	400	100	16	4000	1177	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1177.txt	500	25	432	1.379	58-158	36-180	41	-0.9	48	0	gaz(sims=500,cvisit=400,cscale=100)@1	learned(model=1177,9394715c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=400,cscale=100)@1.learned(model=1177,9394715c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R45	8845	300	0.003	0	2000	32	8	8	400	130	16	100	1178	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1178.txt	357	30	432	0.864	30-186	31-185	43	-1.4	37	0	gaz(sims=300,cvisit=400,cscale=130)@1	learned(model=1178,97648e30,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1178,97648e30,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R45	8845	300	0.003	0	2000	32	8	8	400	130	16	400	1179	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1179.txt	547	24	432	0.882	61-155	47-169	47	-0.5	56	0	gaz(sims=300,cvisit=400,cscale=130)@1	learned(model=1179,df9ac8ae,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1179,df9ac8ae,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R45	8845	300	0.003	0	2000	32	8	8	400	130	16	1500	1180	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1180.txt	531	24	432	0.756	64-152	39-177	42	-0.6	56	0	gaz(sims=300,cvisit=400,cscale=130)@1	learned(model=1180,951755c4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1180,951755c4,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R45	8845	300	0.003	0	2000	32	8	8	400	130	16	4000	1181	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1181.txt	683	20	432	0.896	84-132	74-142	47	0.2	70	0	gaz(sims=300,cvisit=400,cscale=130)@1	learned(model=1181,c2a6fc52,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=400,cscale=130)@1.learned(model=1181,c2a6fc52,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R46	8846	400	0.03	0.001	2000	32	128	4	600	100	12	100	1182	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1182.txt	470	26	432	1.242	37-179	49-167	41	-1.1	46	0	gaz(sims=400,cvisit=600,cscale=100,m=12)@1	learned(model=1182,2fae3d5d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1182,2fae3d5d,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R46	8846	400	0.03	0.001	2000	32	128	4	600	100	12	400	1183	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1183.txt	560	23	432	1.058	57-159	55-161	41	-0.6	56	0	gaz(sims=400,cvisit=600,cscale=100,m=12)@1	learned(model=1183,bfb415c8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1183,bfb415c8,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R46	8846	400	0.03	0.001	2000	32	128	4	600	100	12	1500	1184	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1184.txt	537	24	432	0.994	47-169	58-158	40	-0.9	54	0	gaz(sims=400,cvisit=600,cscale=100,m=12)@1	learned(model=1184,475f5dbd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1184,475f5dbd,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R46	8846	400	0.03	0.001	2000	32	128	4	600	100	12	4000	1185	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1185.txt	531	24	432	1.070	42-174	61-155	42	-0.9	53	0	gaz(sims=400,cvisit=600,cscale=100,m=12)@1	learned(model=1185,18370cb9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=400,cvisit=600,cscale=100,m=12)@1.learned(model=1185,18370cb9,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R47	8847	300	0.01	0.0003	2000	32	128	8	1000	70	20	100	1186	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1186.txt	581	23	432	0.908	35-181	84-132	46	-0.7	59	0	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1	learned(model=1186,4af8bc89,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1186,4af8bc89,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R47	8847	300	0.01	0.0003	2000	32	128	8	1000	70	20	400	1187	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1187.txt	500	25	432	0.875	40-176	54-162	45	-0.9	51	0	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1	learned(model=1187,54c19eac,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1187,54c19eac,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R47	8847	300	0.01	0.0003	2000	32	128	8	1000	70	20	1500	1188	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1188.txt	592	22	432	0.927	52-164	71-145	47	-0.9	60	0	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1	learned(model=1188,1310027c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1188,1310027c,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R47	8847	300	0.01	0.0003	2000	32	128	8	1000	70	20	4000	1189	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1189.txt	524	24	432	0.914	43-173	58-158	42	-0.9	53	0	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1	learned(model=1189,b0d04ee3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=300,cvisit=1000,cscale=70,m=20)@1.learned(model=1189,b0d04ee3,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R48	8848	500	0.003	0.001	500	16	32	8	1000	100	16	100	1190	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1190.txt	514	25	432	1.873	58-158	40-176	42	-1.2	47	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1190,d846e672,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1190,d846e672,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R48	8848	500	0.003	0.001	500	16	32	8	1000	100	16	400	1191	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1191.txt	496	25	432	1.499	64-152	29-187	43	-0.6	47	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1191,5e66c6f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1191,5e66c6f0,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R48	8848	500	0.003	0.001	500	16	32	8	1000	100	16	1500	1192	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1192.txt	514	25	432	1.632	71-145	27-189	43	-0.9	48	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1192,8fd0b573,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1192,8fd0b573,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
R48	8848	500	0.003	0.001	500	16	32	8	1000	100	16	4000	1193	D:\Downloads\Zeph\Board Games\Breakthrough\models\sweep\slot1193.txt	478	26	432	1.605	61-155	27-189	43	-0.7	45	0	gaz(sims=500,cvisit=1000,cscale=100)@1	learned(model=1193,2f22c912,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1	gaz(sims=500,cvisit=1000,cscale=100)@1.learned(model=1193,2f22c912,gumbel_self,joint,value_shape=129-1,policy_shape=9-1)@1
